"taskID","userID","provenance","title","imageTitle","objectNumber","negativeNumber","distribution","otherNotes","comments","imageURL","inputBy"
32865,1,"T.36.40","Fragment of snakes head in lapis lazuli","TA.OC.30-31.022","22","","","Full size","","https://www.flickr.com/photos/25459876@N04/16314627717","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32865,226,"T.36.40","Fragment of snake's head in lapis lazuli","TA.OC.30-31.022","22","","","","","https://www.flickr.com/photos/25459876@N04/16314627717","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32865,727,"T.36.40","Fragment of snake's head in lapis lazuli","TA.OC.30-31.022","22","-","-","-","","https://www.flickr.com/photos/25459876@N04/16314627717","Daniel Pett; Elaine Dale; MARLA WALCOTT"
,,,,,,,,,,,
,,,,,,,,,,,
32866,1,"T.36.39","Fragment of pottery idol","TA.OC.30-31.023","23","0.62","Ashmolean","Full scale","","https://www.flickr.com/photos/25459876@N04/16314627667","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32866,226,"T.36.39","Fragment of pottery idol.","TA.OC.30-31.023","23","Neg. = 0.62","Ashmolean","full scale","","https://www.flickr.com/photos/25459876@N04/16314627667","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32866,727,"T.36.39","Fragment of pottery idol.","TA.OC.30-31.023","23","0.62","Ashmolean","-","","https://www.flickr.com/photos/25459876@N04/16314627667","Daniel Pett; Elaine Dale; MARLA WALCOTT"
,,,,,,,,,,,
,,,,,,,,,,,
32867,1,"T.36.39","Late Mycenaean pilgrim bottle, concentric circles in red on buff ground. Containing oil (see box 24)","TA.OC.30-31.024","24","0.36","Ashmolean","Rhodian fabric","","https://www.flickr.com/photos/25459876@N04/16313102080","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32867,226,"T.36.39","Late Mycenaean pilgrim bottle, concentric circles in red, on buff ground containing oil. (see box 24)","TA.OC.30-31.024","24","Neg. = 36","Ashmolean","","","https://www.flickr.com/photos/25459876@N04/16313102080","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32867,727,"T.36.39","Late Mycenae pilgrim bottle, concentric circles in red, on buff ground.  Containing oil.  (See box 24)","TA.OC.30-31.024","24","0.36","Ashmolean","-","","https://www.flickr.com/photos/25459876@N04/16313102080","Daniel Pett; Elaine Dale; MARLA WALCOTT"
,,,,,,,,,,,
,,,,,,,,,,,
32868,1,"T.35.17","Egyptian pilgrim bottle in pottery","TA.OC.30-31.025","25","0.58","Pasadena","Bottle 10.5 cm tall","","https://www.flickr.com/photos/25459876@N04/15877983954","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32868,226,"T.35.17","Egyptian pilgrim bottle in pottery","TA.OC.30-31.025","25","Neg = 0.58","Pasadena","","","https://www.flickr.com/photos/25459876@N04/15877983954","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32868,727,"T.35.17","Egyptian pilgrim bottle in pottery.","TA.OC.30-31.025","25","0.58","Pasadena","-","","https://www.flickr.com/photos/25459876@N04/15877983954","Daniel Pett; Elaine Dale; MARLA WALCOTT"
,,,,,,,,,,,
,,,,,,,,,,,
32869,1,"T.36.36","Green glazed steatite scarab fragment","TA.OC.30-31.026","26","0.16, 0.78","Ashmolean","(Amenhotep Neter Hiq Vast?)","","https://www.flickr.com/photos/25459876@N04/16313101960","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32869,226,"T.36.36","Green glazed steatite scarab fragment","TA.OC.30-31.026","26","Neg. = 0.16[;]0.78","Ashmolean","","","https://www.flickr.com/photos/25459876@N04/16313101960","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32869,727,"T.36.36","Green glazed steatile scarab fragment.","TA.OC.30-31.026","26","0.16, 0.78","Ashmolean","(Amenhotep neter hiq uast?)","","https://www.flickr.com/photos/25459876@N04/16313101960","Daniel Pett; Elaine Dale; MARLA WALCOTT"
,,,,,,,,,,,
,,,,,,,,,,,
32870,1,"T.36.36","Bronze weight","TA.OC.30-31.027","27","0.64","Cairo ...... Ashmolean","Full scale","","https://www.flickr.com/photos/25459876@N04/15877983794","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32870,226,"T.36.36","Bronze weight","TA.OC.30-31.027","27","Neg. = 0.64","","","","https://www.flickr.com/photos/25459876@N04/15877983794","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32870,727,"T.36.36","Bronze Weight","TA.OC.30-31.027","27","0.64","Cairo [...] Ashmolean","-","Cairo [...] Ashmolean is written very faintly","https://www.flickr.com/photos/25459876@N04/15877983794","Daniel Pett; Elaine Dale; MARLA WALCOTT"
,,,,,,,,,,,
,,,,,,,,,,,
32871,1,"T.36.36","Fragment faience plaque","TA.OC.30-31.028","28","0.14","Ashmolean","Full scale","","https://www.flickr.com/photos/25459876@N04/16314266859","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32871,226,"T.36.36","Fragment faience plaque","TA.OC.30-31.028","28","Neg. = 0.14","Ashmolean","","","https://www.flickr.com/photos/25459876@N04/16314266859","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32871,727,"T.36.36","Fragment faience plaque.","TA.OC.30-31.028","28","0.14","Ashmolean","-","","https://www.flickr.com/photos/25459876@N04/16314266859","Daniel Pett; Elaine Dale; MARLA WALCOTT"
,,,,,,,,,,,
,,,,,,,,,,,
32872,1,"T.36.41","Fragment of faience seal with ankh and lion.","TA.OC.30-31.029","29","0.16, 0.78","","","","https://www.flickr.com/photos/25459876@N04/16314266779","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32872,226,"T.36.41","Fragment of faience seal with ankh","TA.OC.30-31.029","29","Neg. = 0.16[;]0.78","","","","https://www.flickr.com/photos/25459876@N04/16314266779","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32872,727,"T.36.41","Fragment of faience seal with ankh. & Lion.","TA.OC.30-31.029","29","0.16, 0.78","-","-","","https://www.flickr.com/photos/25459876@N04/16314266779","Daniel Pett; Elaine Dale; MARLA WALCOTT"
,,,,,,,,,,,
,,,,,,,,,,,
32873,1,"T.35.18","Pendants Beads of yellow and green faience and bronze disc","TA.OC.30-31.030","30","0.64","","Full scale","","https://www.flickr.com/photos/25459876@N04/15877977974","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32873,226,"T.35.18","Pendants[;] beads of yellow & green faience & bronze disc.","TA.OC.30-31.030","30","Neg. = 0.64","","Full scale","","https://www.flickr.com/photos/25459876@N04/15877977974","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32873,727,"T.35.18","Pendants [;] Beads of yellow & green faience & bronze disc.","TA.OC.30-31.030","30","0.64","-","-","","https://www.flickr.com/photos/25459876@N04/15877977974","Daniel Pett; Elaine Dale; MARLA WALCOTT"
,,,,,,,,,,,
,,,,,,,,,,,
32874,1,"T.36.39","Pottery hippopotamus","TA.OC.30-31.031","31","0.3, 4, 5","Cairo .........","Scale 1/3 full size","","https://www.flickr.com/photos/25459876@N04/16314627037","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32874,226,"T.36.39","Pottery hippopotamus","TA.OC.30-31.031","31","Neg. = 0.3[;]0.4[;]0.5","Cairo","scale 1/3 full size","","https://www.flickr.com/photos/25459876@N04/16314627037","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32874,727,"T.36.39","Pottery hippopotamus","TA.OC.30-31.031","31","0.3, 4, 5.","Cairo [...] Ashmolean ","-","Not sure if Ashmolean is accurate as it is very faint","https://www.flickr.com/photos/25459876@N04/16314627037","Daniel Pett; Elaine Dale; MARLA WALCOTT"
,,,,,,,,,,,
,,,,,,,,,,,
32875,1,"T.36.36","Inscribed limestone fragment","TA.OC.30-31.032","32","0.39","","","","https://www.flickr.com/photos/25459876@N04/16498807801","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32875,226,"T.36.36","Inscribed limestone fragment","TA.OC.30-31.032","32","Neg. = 0.39","","","","https://www.flickr.com/photos/25459876@N04/16498807801","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32875,727,"T.36.36","Inscribed limestone fragment.","TA.OC.30-31.032","32","0.39","-","-","","https://www.flickr.com/photos/25459876@N04/16498807801","Daniel Pett; Elaine Dale; MARLA WALCOTT"
,,,,,,,,,,,
,,,,,,,,,,,
32876,1,"T.36.40","Pottery lid","TA.OC.30-31.033","33","","","","","https://www.flickr.com/photos/25459876@N04/16500546995","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32876,226,"T.36.40","Pottery lid","TA.OC.30-31.033","33","","","","","https://www.flickr.com/photos/25459876@N04/16500546995","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32876,727,"T.36.40","Pottery lid.","TA.OC.30-31.033","33","-","-","-","","https://www.flickr.com/photos/25459876@N04/16500546995","Daniel Pett; Elaine Dale; MARLA WALCOTT"
,,,,,,,,,,,
,,,,,,,,,,,
32877,1,"T.36.42","Fragment of pot with remains of blue paint","TA.OC.30-31.034","34","","","13.5 cm width","","https://www.flickr.com/photos/25459876@N04/16313101490","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32877,226,"T.36.42","Fragment of pot with remains of blue paint","TA.OC.30-31.034","34","","","","","https://www.flickr.com/photos/25459876@N04/16313101490","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32877,727,"T.36.42","Fragment of pot with remains of blue paint.","TA.OC.30-31.034","34","-","-","-","","https://www.flickr.com/photos/25459876@N04/16313101490","Daniel Pett; Elaine Dale; MARLA WALCOTT"
,,,,,,,,,,,
,,,,,,,,,,,
32878,1,"T.36.40","Wooden kohl-stick","TA.OC.30-31.035","35","0.15, 0.67","South Africa","Full size","","https://www.flickr.com/photos/25459876@N04/15877983364","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32878,226,"T.36.40","Wooden Kohl - stick","TA.OC.30-31.035","35","Neg.= 0.15[;]0.67","South Africa","full size","","https://www.flickr.com/photos/25459876@N04/15877983364","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32878,727,"T.36.40","Wooden kohl-stick","TA.OC.30-31.035","35","0.15, 0.67","South Africa","-","","https://www.flickr.com/photos/25459876@N04/15877983364","Daniel Pett; Elaine Dale; MARLA WALCOTT"
,,,,,,,,,,,
,,,,,,,,,,,
32879,226,"T.36.40","Fragment of ""shu"" feather in slate.","TA.OC.30-31.036","36","Neg. = 0.16[;]0.77","","full size","","https://www.flickr.com/photos/25459876@N04/16313096190","Elaine Dale; MARLA WALCOTT; Susan Magyarody"
32879,658,"T.36.40","Fragment of ""shu"" feather in slate.","TA.OC.30-31.036","36","0.16, 0.77","Not noted.","","","https://www.flickr.com/photos/25459876@N04/16313096190","Elaine Dale; MARLA WALCOTT; Susan Magyarody"
32879,727,"T.36.40","Fragment of ""shu"" feather in slate.","TA.OC.30-31.036","36","0.16, 0.77","-","-","","https://www.flickr.com/photos/25459876@N04/16313096190","Elaine Dale; MARLA WALCOTT; Susan Magyarody"
,,,,,,,,,,,
,,,,,,,,,,,
32880,1,"T.35.18","Part of ""shu"" feather in faience","TA.OC.30-31.037","37","0.14","Pasadena","Full scale","","https://www.flickr.com/photos/25459876@N04/16499586382","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32880,226,"T.35.18","Part of ""shu"" feather in faience","TA.OC.30-31.037","37","Neg. = 0.14","Pasadena","full scale","","https://www.flickr.com/photos/25459876@N04/16499586382","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32880,727,"T.35.18","Part of ""shu"" feather in faience.","TA.OC.30-31.037","37","0.14","Pasadena","-","","https://www.flickr.com/photos/25459876@N04/16499586382","Daniel Pett; Elaine Dale; MARLA WALCOTT"
,,,,,,,,,,,
,,,,,,,,,,,
32881,1,"T.35.18","Bronze stylus","TA.OC.30-31.038","38","0.63","","1/2 full size","","https://www.flickr.com/photos/25459876@N04/15878037824","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32881,226,"T.35.18","Bronze stylus?","TA.OC.30-31.038","38","Neg. = 0.63","","1/2 full size","","https://www.flickr.com/photos/25459876@N04/15878037824","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32881,727,"T.35.18","Bronze stylus?","TA.OC.30-31.038","38","0.63","-","-","T.35.18 might be T. 35.16","https://www.flickr.com/photos/25459876@N04/15878037824","Daniel Pett; Elaine Dale; MARLA WALCOTT"
,,,,,,,,,,,
