"CatalogueNumber","North","East","L","Depth (low)","FS No.","S No.","Description"
"4262","302","302","10","55.3","","11","W.S. Bone"
"4262","302","302","10","55.3","","11","W. S. BONE"
"4262","302","302","10","55.3",,"22","W.S. Bone"
"4263","302","302","11","55.4","","12","W.S. Bone"
"4263","302","302","11","55.4","","12","W. S. BONE"
"4263","302","302","11","55.4",,"23","W.S. Bone"
"4264","302","302","12","55.5","","14","W.S. Bone"
"4264","302","302","12","55.5","","14","W. S. BONE"
"4264","302","302","12","55.5",,"24","W.S. Bone"
"4265","302","302","13","55.6","","15","W.S. Bone"
"4265","302","302","13","55.6","","15","W. S. BONE"
"4265","302","302","13","55.6",,"25","W.S. Bone"
"4266","302","302","14","55.7","","17","W.S. Bone"
"4266","302","302","14","55.7","","17","W. S. BONE"
"4266","302","302","14","55.7",,"17","W.S. Bone"
"4267","302","303","2","54.5","","1","W.S. Bone"
"4267","302","303","2","54.5","","1","W. S. BONE"
"4267","302","303","2","54.5",,"1","W.S. Bone"
"4268","302","303","3","54.6","","2","W.S. Bone"
"4268","302","303","3","54.6","","2","W. S. BONE"
"4268","302","303","3","54.6",,"2","W.S. Bone"
"4269","302","303","4","54.7","","5","W.S. Bone"
"4269","302","303","4","54.7","","5","W. S. BONE"
"4269","302","303","4","54.7",,"5","W.S. Bone"
"4270","302","303","5","54.8","","6","W.S. Bone"
"4270","302","303","5","54.8","","6","W. S. BONE"
"4270","302","303","5","54.8",,"6","W.S. Bone"
"4271","302","303","6","54.9","","7","W.S. Bone"
"4271","302","303","6","54.9","","7","W. S. BONE"
"4271","302","303","6","54.9",,"7","W.S. Bone"
"4272","302","303","7","55.0","","8","W.S. Bone"
"4272","302","303","7","55.0","","8","W. S. BONE"
"4272","302","303","7","55.0",,"8","W.S. Bone"
"4273","302","303","8","55.1","","9","W.S. Bone"
"4273","302","303","8","55.1","","9","W. S. BONE"
"4273","302","303","8","55.1",,"9","W.S. Bone"
"4274","302","303","9","55.2","","14","W.S. Bone"
"4274","302","303","9","55.2","","14","W. S. BONE"
"4274","302","303","9","55.2",,"14","W.S. Bone"
"4275","302","303","10","55.3","","15","W.S. Bone"
"4275","302","303","10","55.3","","15","W. S. BONE"
"4275","302","303","10","55.3",,"15","W.S. Bone"
"*3376","302","302","6","54.80","40","","Chiptool"
"*3379","","","7","54.90","42","","Debitage"
"*3381","","","9.1","55.27","44","","Debitage Fec 9D"
"3377","","","","","","","Chiptool"
"3377","302","302","6","54.80","40","","Chiptool"
"3377","302","302","6","54.80","40",,"Chip tool"
"3378","","","","","","","Chiptool"
"3378","302","302","6","54.80","40","","Chiptool"
"3378","302","302","6","54.80","40",,"Chip tool"
"3380","","","","","","","Chiptool"
"3380","302","302","7","54.90","42","","Chiptool"
"3380","302","302","7","54.90","42",,"Chip tool"
"3382","","","","","","","Chiptool Fec 9D"
"3382","302","302","9.1","55.27","44","","Chiptool"
"3382","302","302","9.1","55.27","44",,"Chip tool"
"3383","","","","","","","Chiptool Fec 9D"
"3383","302","302","9.1","55.27","44","","Chiptool"
"3383","302","302","9.1","55.27","44",,"Chip tool"
"3385","","","","","","","Chiptool"
"3385","302","302","9.1","55.27","44","","Chiptool"
"3385","302","302","9.1","55.27","44",,"Chip tool"
"3386","","","","","","","Chiptool"
"3386","302","302","9.1","55.27","44","","Chiptool"
"3386","302","302","9.1","55.27","44",,"Chip tool"
"3387","","","","","","","Chiptool also see Cat. No. 4046, 4047, 4048, 4049, 4050, 4052, 4053, 4054"
"3387","302","302","9.1","55.27","44","","Chiptool"
"3387","302","302","9.1","55.27","44",,"Chip tool"
"3388","302","303","2","54.5","1","","Debitage"
"3388","302","303","2","54.5","1","","Debitage"
"3388","302","303","2","54.5","1",,"Debitage"
"3389","","","3","54.6","3","","Debitage"
"3389","302","303","3","54.6","3","","Debitage"
"3389","302","303","3","54.6","3",,"Debitage"
"3390","","","4","54.7","6","","Debitage"
"3390","302","303","4","54.7","6","","Debitage"
"3390","302","303","4","54.7","6",,"Debitage"
"3391","","","","","","","Chiptool"
"3391","302","303","4","54.7","6","","Chiptool"
"3391","302","303","4","54.7","6",,"Chip tool"
"3392","","","","","","","Chiptool"
"3392","302","303","4","54.7","6","","Chiptool"
"3392","302","303","4","54.7","6",,"Chip tool"
"3393",".75",".27","",".67","9","","Chiptool"
"3393","302.75","303.27","4","54.67","9","","Chiptool"
"3393","302.75","303.27","4","54.67","9",,"Chip tool"
"3394",".64",".04","",".64","10","","Chiptool"
"3394","302.64","303.04","4","54.64","10","","Chiptool"
"3394","302.64","303.04","4","54.64","10",,"Chip tool"
"3395","","","5","54.8","11","","Debitage"
"3395","302","303","5","54.8","11","","Debitage"
"3395","302","303","5","54.8","11",,"Debitage"
"3396","","","","","","","Chiptool"
"3396","302","303","5","54.8","11","","Chiptool"
"3396","302","303","5","54.8","11",,"Chip tool"
"3397","","","","","","","Chiptool"
"3397","302","303","5","54.8","11","","Chiptool"
"3397","302","303","5","54.8","11",,"Chip tool"
"3398","","","","","13","","Chiptool"
"3398","302","303","5","54.8","13","","Chiptool"
"3398","302","303","5","54.8","13",,"Chip tool"
"3399","","","6","54.9","15","","Debitage"
"3399","302","303","6","54.9","15","","Debitage"
"3399","302","303","6","54.9","15",,"Debitage"
"3400","","","","","","","Chiptool"
"3400","302","303","6","54.9","15","","Chiptool"
"3400","302","303","6","54.9","15",,"Chip tool"
"4276","302","303","11","55.4","","19","W.S. Bone"
"4276","302","303","11","55.4",,"19","W. S. BONE"
"4276","302","303","11","55.4",,"19","W.S. Bone"
"4277","302","303","12","55.5","","24","W.S. Bone"
"4277","302","303","12","55.5",,"24","W. S. BONE"
"4277","302","303","12","55.5",,"24","W.S. Bone"
"4278","302","303","13","55.6","","25","W.S. Bone"
"4278","302","303","13","55.6",,"25","W. S. BONE"
"4278","302","303","13","55.6",,"25","W.S. Bone"
"4279","302","303","14","55.7","","27","W.S. Bone"
"4279","302","303","14","55.7",,"27","W. S. BONE"
"4279","302","303","14","55.7",,"27","W.S. Bone"
"4280","302","304","5","54.7","","4","W.S. Bone"
"4280","302","304","5","54.7",,"4","W. S. BONE"
"4280","302","304","5","54.7",,"4","W.S. Bone"
"4281","302","304","6","54.8","","5","W.S. Bone"
"4281","302","304","6","54.8",,"5","W. S. BONE"
"4281","302","304","6","54.8",,"5","W.S. Bone"
"4282","302","304","7","54.9","","6","W.S. Bone"
